personnel_id,age,deployment_days,daily_duty_hours,night_duties,leave_days,days_since_last_leave,transfer_frequency,training_days,workload_7_days,workload_30_days,sleep_hours,wellness_score,self_reported_stress,stress_risk
991,22,68,8.4,0,21,62,1,17,89.93,41.08,7.27,35.4,32.46,1
992,36,126,6.97,4,28,108,2,5,24.84,79.93,4.99,43.2,52.7,1
993,50,128,8.86,11,2,30,1,6,69.88,48.62,6.82,83.33,48.53,0
994,24,80,9.54,15,2,74,4,14,71.27,61.85,7.35,58.23,44.31,1
995,48,96,6.21,2,1,99,0,18,94.44,54.27,7.44,44.85,93.07,1
996,38,44,10.66,14,21,115,2,8,52.34,90.03,7.25,21.8,74.96,1
997,30,134,5.0,7,1,99,4,18,25.57,55.24,7.84,38.94,73.36,1
998,30,118,10.25,2,17,53,2,4,34.18,89.84,7.97,50.51,32.27,1
999,21,141,7.71,11,1,36,0,18,54.12,34.88,8.16,28.33,71.43,1
1000,45,177,7.86,12,9,120,2,9,83.12,80.8,6.25,64.62,92.78,1
1001,44,98,9.84,2,20,24,1,3,45.42,38.57,5.27,85.91,81.04,0
1002,29,132,11.45,9,9,12,1,20,36.73,56.25,7.87,71.77,45.98,1
1003,27,6,7.67,1,6,47,1,17,66.7,52.24,5.71,90.99,30.95,0
1004,36,132,11.48,3,24,38,1,5,26.01,47.8,8.32,33.77,46.09,1
1005,46,126,11.76,14,3,85,2,20,53.07,25.81,7.07,73.56,69.74,1
1006,43,132,13.84,6,24,6,0,16,97.23,88.16,7.97,92.71,52.72,1
1007,33,92,10.47,6,29,58,2,18,98.66,70.8,8.12,53.22,51.75,1
1008,45,37,9.6,13,14,89,1,0,58.82,82.78,4.48,26.18,56.78,1
1009,50,40,9.53,3,20,54,0,10,97.49,81.74,7.08,87.37,38.37,0
1010,28,56,8.56,2,0,65,4,12,20.62,75.49,7.88,91.75,35.45,0
1011,45,139,6.38,2,22,116,3,11,25.48,33.49,7.81,79.35,65.11,0
1012,29,148,9.51,14,19,63,2,5,51.26,79.26,8.98,49.19,51.46,1
1013,35,162,8.2,6,11,4,1,5,43.4,26.51,5.34,20.86,46.33,1
1014,30,66,8.94,7,25,15,0,17,54.47,96.35,6.23,43.08,34.57,0
1015,26,126,7.38,4,20,8,1,6,48.1,45.11,4.84,71.32,28.32,0
1016,25,150,8.34,14,17,25,4,1,20.66,71.32,6.83,63.37,69.55,1
1017,50,180,10.09,0,30,120,1,6,36.0,97.86,5.88,46.25,81.9,1
1018,47,100,7.88,8,11,73,1,10,88.39,40.21,7.51,35.87,78.95,0
1019,30,104,12.0,10,8,20,3,19,24.02,68.7,6.86,31.45,80.6,1
1020,28,20,7.23,4,28,35,4,3,42.78,92.94,7.28,87.57,36.6,0
1021,30,120,5.0,7,23,49,3,0,85.92,90.3,7.34,71.14,55.99,0
1022,49,11,9.76,14,7,81,4,13,38.43,79.5,4.03,40.16,94.89,1
1023,48,146,10.65,3,29,63,3,17,34.28,20.11,7.4,83.99,70.78,1
1024,49,108,12.76,4,24,24,4,5,86.58,56.7,5.15,68.44,93.81,1
1025,38,20,9.31,14,3,112,3,7,98.35,44.31,8.17,39.89,21.0,0
1026,36,40,9.08,9,27,1,3,4,75.6,44.67,7.35,21.16,79.43,1
1027,47,19,7.62,13,17,110,2,14,94.13,83.79,6.72,68.26,76.42,1
1028,21,6,6.19,3,11,84,0,17,74.22,63.68,5.36,24.31,48.67,0
1029,35,177,5.94,1,3,20,2,1,25.13,38.1,5.23,79.47,78.37,0
1030,42,55,6.8,6,19,50,0,19,70.13,85.71,9.0,43.33,36.01,0
1031,25,1,9.23,14,10,61,4,18,52.26,49.93,6.96,40.28,35.24,1
1032,21,60,10.82,14,13,83,2,4,41.81,93.24,5.65,44.82,91.15,1
1033,33,73,5.0,3,20,45,4,7,77.69,40.42,8.62,26.69,16.69,0
1034,26,93,8.79,9,4,13,4,4,74.39,71.43,6.95,30.08,34.6,1
1035,49,25,12.93,8,28,11,2,18,82.29,39.9,7.4,70.86,86.69,1
1036,46,112,7.92,14,5,78,0,16,59.57,44.87,5.5,47.7,18.39,1
1037,44,18,8.58,15,19,54,2,18,41.09,36.68,6.11,77.38,90.57,1
1038,30,158,9.71,12,30,26,1,17,22.52,75.64,9.0,61.82,33.58,0
1039,23,3,11.35,7,18,17,0,0,94.86,82.19,6.51,31.4,24.81,0
1040,48,137,8.08,0,28,40,0,19,66.12,89.93,8.04,62.38,71.45,1
1041,24,35,7.61,0,4,73,4,5,42.95,45.76,5.47,62.21,33.67,0
1042,44,148,8.35,8,8,42,1,1,41.83,32.67,6.32,38.35,82.7,1
1043,46,159,9.37,8,12,95,1,14,83.5,41.3,7.23,65.25,66.86,1
1044,40,42,12.98,0,28,106,0,20,68.24,64.69,8.18,69.49,71.3,0
1045,44,109,8.12,14,6,15,4,5,61.7,93.71,6.61,67.97,24.7,0
1046,39,8,12.59,1,3,73,4,19,51.21,42.73,6.37,76.4,13.88,0
1047,50,17,10.34,2,7,91,2,13,52.54,45.32,7.97,68.03,47.11,0
1048,32,24,9.1,12,8,69,3,11,92.57,75.86,7.31,42.95,28.51,1
1049,23,159,9.14,1,27,115,1,14,67.09,93.85,7.03,76.11,66.65,1
1050,46,176,14.29,0,13,42,3,0,28.86,84.95,7.54,74.51,77.43,1
1051,41,51,11.42,1,7,1,4,3,69.64,53.59,8.47,66.0,74.74,1
1052,21,134,10.54,0,30,98,2,6,66.93,69.04,6.39,34.52,26.86,1
1053,30,68,6.47,7,25,118,4,19,20.01,21.47,7.59,49.22,68.76,1
1054,38,123,12.53,1,5,109,0,5,83.33,96.43,7.68,81.78,50.89,1
1055,27,115,12.54,7,16,45,4,5,28.7,57.83,4.65,76.28,61.98,1
1056,49,36,7.3,2,3,119,4,13,96.91,54.16,5.59,61.33,22.3,1
1057,40,43,7.29,6,11,109,2,12,53.4,44.05,6.67,69.25,88.1,0
1058,48,73,8.19,0,14,83,0,3,31.97,55.98,7.21,86.31,17.13,0
1059,36,29,8.09,11,16,3,2,5,36.63,84.03,5.31,66.84,49.79,0
1060,44,60,6.76,4,25,115,2,7,88.25,52.0,7.28,82.15,46.17,1
1061,47,72,6.49,11,11,43,4,0,92.58,69.97,7.26,42.7,35.17,1
1062,35,27,9.01,8,1,17,1,9,26.42,80.09,4.56,73.63,51.4,0
1063,47,177,8.45,3,9,21,4,14,41.72,23.12,8.17,83.58,83.43,1
1064,45,89,12.76,15,7,86,3,15,97.41,99.69,4.07,65.98,14.76,1
1065,35,46,11.69,4,1,62,3,19,52.03,20.95,8.11,29.4,37.62,1
1066,43,155,9.34,1,26,64,3,4,24.53,33.59,5.8,70.51,11.56,0
1067,26,43,7.21,4,1,109,4,7,26.83,55.55,5.68,83.71,62.35,0
1068,46,78,5.64,7,16,42,3,5,99.86,20.28,6.49,74.79,63.07,0
1069,35,176,10.6,13,15,92,4,12,77.61,32.87,7.01,67.45,14.46,1
1070,39,19,8.56,6,21,104,0,14,92.65,95.59,6.98,21.85,87.24,1
1071,47,13,8.48,1,18,24,1,3,99.19,58.58,5.96,62.91,62.35,0
1072,44,21,10.09,15,2,75,0,9,99.58,78.81,7.61,51.1,13.07,0
1073,29,120,7.13,4,29,31,1,17,96.26,74.03,6.01,61.17,10.3,0
1074,30,116,7.5,0,5,103,0,8,23.39,73.92,4.17,67.58,80.35,1
1075,43,74,9.86,7,7,5,3,0,34.17,64.84,7.16,93.6,54.06,0
1076,47,66,10.43,5,21,26,2,11,76.4,50.8,7.56,51.34,24.09,0
1077,33,35,10.49,5,10,31,3,7,73.96,52.3,6.13,84.68,25.39,0
1078,35,33,9.12,1,9,67,3,6,41.83,33.57,9.0,37.04,10.35,0
1079,23,49,6.48,13,19,77,2,2,92.54,99.81,6.51,32.31,14.63,0
1080,24,113,5.0,1,19,54,4,14,50.0,65.24,6.2,55.95,71.94,1
1081,24,141,10.14,2,22,63,1,2,25.31,64.15,7.06,27.87,11.9,0
1082,43,139,6.51,6,20,64,1,7,69.08,52.96,6.07,28.42,71.77,1
1083,46,120,11.95,7,14,99,3,11,20.15,48.05,5.69,38.11,15.3,1
1084,40,14,8.71,3,24,112,2,16,45.5,24.1,5.52,62.12,68.89,0
1085,50,118,5.0,7,24,29,4,2,53.54,43.78,5.6,55.29,17.92,0
1086,49,53,6.26,5,16,3,3,5,98.92,54.48,5.82,49.77,79.83,0
1087,21,24,9.94,0,22,113,3,5,44.51,60.07,6.2,37.38,56.06,1
1088,34,12,6.63,3,25,27,0,8,35.18,94.12,6.95,43.51,66.53,0
1089,22,14,7.01,7,9,10,1,9,20.47,51.05,4.72,40.82,58.48,0
1090,40,133,6.82,4,1,42,1,8,36.6,54.64,5.42,48.81,72.4,1
1091,37,45,9.91,7,4,103,4,15,29.69,41.81,6.05,58.07,36.82,1
1092,38,37,9.36,5,11,15,3,5,95.82,30.3,6.9,34.6,25.66,0
1093,24,30,10.63,10,28,10,3,13,88.98,33.43,5.67,44.51,24.66,1
1094,43,73,10.5,1,3,13,4,5,81.72,25.17,5.39,61.81,91.34,1
1095,36,140,5.79,5,1,114,2,7,85.9,71.05,6.12,24.68,65.45,1
1096,44,79,10.5,9,20,10,0,5,62.91,86.83,8.85,60.58,88.82,1
1097,31,61,5.12,15,20,112,4,3,38.22,27.91,7.15,52.51,20.72,1
1098,36,41,8.11,8,10,89,1,3,46.33,65.72,7.89,82.42,49.04,0
1099,33,146,11.26,12,28,77,4,8,51.42,48.52,7.04,82.46,13.77,1
1100,46,103,6.66,2,12,19,1,16,54.46,60.14,6.68,85.09,64.76,0
1101,35,120,6.78,1,23,75,1,4,52.49,89.85,7.87,22.41,86.15,1
1102,46,175,10.63,12,22,93,1,3,82.87,64.47,6.51,80.45,25.24,1
1103,26,92,8.65,1,17,64,1,9,54.51,55.68,7.56,43.15,61.63,1
1104,41,33,6.69,14,22,71,0,11,24.4,34.13,5.69,23.44,10.62,1
1105,35,14,12.15,0,25,108,0,1,71.92,90.62,8.11,33.81,81.43,0
1106,25,96,8.26,0,20,6,4,1,78.1,60.88,6.74,43.42,34.23,1
1107,25,65,10.92,1,20,10,4,11,81.95,41.0,5.8,44.64,19.17,0
1108,41,149,9.68,13,0,45,2,7,82.28,88.43,4.59,76.08,87.6,1
1109,26,31,10.3,1,13,15,1,20,71.81,20.29,8.6,39.03,51.98,0
1110,26,118,9.34,10,7,20,0,7,67.59,22.2,7.12,44.14,39.49,0
1111,38,139,8.08,11,13,75,4,6,50.96,60.29,7.72,34.27,84.49,1
1112,34,71,9.62,14,15,83,1,5,27.5,82.47,7.02,71.21,30.17,0
1113,39,72,8.56,14,8,117,0,3,50.07,94.22,7.28,27.08,41.52,0
1114,43,104,10.48,7,26,68,1,13,94.4,64.14,6.27,64.45,52.07,1
1115,39,90,10.7,13,24,95,2,1,95.05,97.3,8.1,93.04,13.33,1
1116,27,99,9.86,2,25,100,2,18,26.66,93.22,5.0,42.71,49.16,0
1117,25,80,11.42,5,6,50,1,5,89.91,24.21,6.39,86.69,28.63,0
1118,43,128,12.51,2,13,67,1,4,63.06,84.9,7.76,49.97,26.06,0
1119,33,155,8.82,8,20,78,4,11,52.37,54.32,6.5,37.01,48.75,1
1120,43,122,10.5,11,26,40,2,1,97.49,73.77,7.77,42.15,11.82,0
1121,22,40,7.46,13,11,30,0,8,28.43,74.67,6.09,65.45,40.54,0
1122,21,135,7.96,8,5,81,2,0,31.84,50.25,5.71,51.73,57.37,1
1123,33,58,11.58,7,16,21,3,19,22.68,58.64,7.16,42.36,81.83,1
1124,28,61,13.46,9,23,24,3,14,53.43,64.78,7.12,63.3,69.93,1
1125,31,92,9.27,14,5,48,2,19,71.52,69.03,9.0,73.94,64.64,1
1126,48,47,9.43,15,4,74,0,12,67.31,63.74,9.0,48.63,37.12,1
1127,31,6,10.24,13,9,42,1,11,55.5,42.79,5.29,87.2,83.23,0
1128,32,85,8.01,13,25,58,3,12,24.48,90.82,9.0,23.92,55.41,1
1129,33,132,7.44,7,28,112,1,14,59.24,23.18,5.18,77.23,24.33,0
1130,26,125,9.45,0,4,31,4,14,80.47,25.84,6.75,63.6,74.39,1
1131,22,86,8.99,13,15,59,3,12,44.92,38.25,7.49,43.78,28.15,1
1132,24,99,11.06,4,13,96,4,15,77.66,70.5,5.09,35.47,21.56,1
1133,42,46,6.78,10,1,23,4,4,74.4,95.07,6.68,67.88,40.95,1
1134,48,95,8.69,10,17,98,1,18,81.08,45.46,8.61,78.09,89.7,1
1135,22,144,6.11,14,4,104,4,11,35.26,65.46,6.01,81.07,75.3,1
1136,38,16,9.43,7,19,51,0,1,94.09,37.25,5.97,77.64,46.35,0
1137,37,88,9.4,10,16,10,3,19,99.5,30.02,6.59,66.0,26.95,1
1138,38,33,7.28,2,4,25,3,8,30.18,51.68,5.88,29.24,78.49,0
1139,23,65,7.15,15,30,118,1,3,59.07,72.22,6.36,29.1,24.92,1
1140,44,123,5.77,10,13,99,3,3,51.89,30.95,8.95,92.22,80.68,0
1141,39,87,7.81,2,14,17,1,6,54.1,30.48,7.46,72.42,48.78,0
1142,27,164,9.21,6,10,74,0,20,68.07,32.82,6.18,58.21,53.42,1
1143,39,170,9.6,9,23,119,4,4,21.14,92.31,7.22,23.33,37.41,1
1144,42,37,14.4,14,10,109,4,19,61.28,47.68,7.42,56.42,49.63,1
1145,48,158,8.45,5,15,108,0,5,23.09,21.42,6.47,53.01,31.5,1
1146,24,97,10.87,15,0,3,2,15,41.84,50.89,9.0,72.64,48.33,1
1147,23,1,12.9,1,18,65,2,12,66.42,91.05,7.2,55.52,73.46,1
1148,41,52,10.61,15,30,112,2,1,39.72,31.46,5.43,22.92,13.06,1
1149,48,158,5.5,15,24,39,1,5,44.78,89.84,8.35,45.27,62.67,1
1150,33,58,8.54,4,26,98,2,0,36.87,39.1,8.33,87.4,94.8,0
1151,39,154,8.65,4,24,42,2,0,82.68,97.98,6.1,63.84,47.91,1
1152,26,90,6.64,4,4,82,3,2,63.62,81.23,7.2,34.65,60.97,1
1153,21,60,7.24,1,22,89,2,6,42.71,29.54,5.82,27.71,16.59,0
1154,24,126,9.76,2,3,5,1,9,42.96,92.84,4.89,64.88,27.14,0
1155,21,126,11.89,8,11,99,1,20,94.53,78.95,4.99,72.05,38.63,1
1156,31,70,7.17,14,23,26,1,13,66.0,34.14,8.21,57.04,53.64,1
1157,34,112,13.63,9,2,69,0,18,91.05,39.58,6.04,63.08,75.31,1
1158,30,33,5.76,4,0,25,1,8,35.18,47.03,5.59,70.45,60.04,0
1159,42,132,6.28,8,16,56,1,6,81.64,97.28,9.0,58.57,50.26,1
1160,44,104,9.66,6,0,54,4,11,89.16,68.59,5.54,48.73,63.57,1
1161,50,64,7.8,11,5,29,4,3,28.74,34.26,6.34,23.1,78.79,0
1162,28,45,10.07,2,10,12,4,7,75.11,91.6,8.27,41.78,35.8,1
1163,23,133,6.77,4,27,43,3,20,34.95,63.36,7.6,41.19,37.49,1
1164,49,37,8.63,1,0,43,2,4,61.24,30.67,5.23,57.04,74.26,0
1165,42,77,10.64,12,29,86,3,2,47.95,76.42,6.05,60.3,49.89,1
1166,39,170,9.38,4,14,90,0,18,89.83,52.76,7.62,82.44,84.85,1
1167,39,97,8.28,0,1,51,0,10,21.09,47.93,7.21,29.91,20.76,0
1168,45,52,8.26,7,6,57,3,3,45.21,90.01,7.95,52.5,49.01,0
1169,27,163,10.81,10,6,49,1,3,85.07,27.9,5.26,25.22,23.06,1
1170,33,87,10.85,14,30,17,3,13,71.42,56.64,6.66,28.93,16.84,1
1171,39,147,8.85,0,28,113,2,13,61.75,63.15,5.01,58.83,10.75,1
1172,47,164,7.82,1,21,111,0,18,66.62,31.94,5.26,91.07,84.99,1
1173,29,162,8.74,12,18,62,1,11,27.78,88.45,5.93,56.0,80.31,1
1174,22,119,8.81,12,24,71,2,3,77.51,38.02,7.4,46.9,48.68,1
1175,46,120,11.69,11,6,1,0,19,36.31,34.96,6.32,56.68,77.82,1
1176,39,38,9.33,0,8,45,1,1,75.15,25.58,7.45,38.39,75.28,0
1177,42,174,10.42,9,0,69,2,16,81.92,23.43,7.93,52.1,20.39,0
1178,33,172,5.28,15,7,43,1,0,74.28,85.51,8.24,74.31,11.67,1
1179,50,83,9.32,9,23,13,4,19,21.77,70.27,7.38,63.68,93.89,1
1180,44,151,10.87,5,22,95,1,17,30.58,29.13,6.05,92.12,59.17,0
1181,21,115,7.55,13,15,20,2,18,76.79,74.17,4.39,64.03,71.26,1
1182,36,78,8.48,1,6,47,2,18,27.55,54.25,8.09,25.67,49.34,1
1183,23,123,10.12,4,10,120,4,6,85.62,46.82,6.86,27.16,76.72,1
1184,26,48,5.0,2,22,40,4,14,47.23,67.75,8.2,78.16,78.75,0
1185,36,70,9.39,6,3,61,3,16,54.39,25.05,7.05,79.19,55.01,1
1186,36,62,9.9,15,30,12,0,19,68.79,55.46,7.08,26.21,80.36,1
1187,39,137,6.84,14,12,106,1,20,34.66,20.71,7.2,45.86,51.04,1
1188,22,166,6.29,11,6,115,0,17,33.67,54.62,5.54,80.28,85.34,0
1189,24,127,8.06,4,2,80,1,7,99.54,33.46,8.23,30.79,52.79,0
1190,35,11,9.9,4,19,66,4,8,70.8,23.42,7.44,89.17,13.04,0
1191,34,82,8.39,1,12,50,1,14,31.15,53.49,8.21,86.1,57.65,0
1192,43,98,8.73,4,10,41,4,0,28.42,39.16,6.39,37.66,30.78,0
1193,47,136,11.3,2,29,100,1,20,23.98,61.93,5.59,22.46,49.81,1
1194,39,144,10.68,10,14,105,0,10,34.42,25.03,8.2,36.56,23.09,1
1195,28,4,7.14,11,21,105,4,12,47.82,51.99,8.33,47.06,80.24,1
1196,27,16,5.0,15,13,63,0,10,32.09,68.92,7.63,44.53,37.97,0
1197,50,134,7.84,5,1,80,2,4,74.37,80.36,5.97,33.04,58.04,0
1198,50,175,13.05,6,5,88,0,20,87.89,80.69,5.0,34.03,39.56,1
1199,23,70,8.01,0,13,80,3,15,62.59,88.19,5.08,45.66,38.5,1
1200,33,154,9.67,1,17,77,2,6,53.52,82.35,7.42,26.73,72.38,1
1201,33,118,7.45,7,19,114,2,20,53.23,34.93,9.0,27.68,35.7,1
1202,36,22,5.6,5,29,55,1,13,58.86,87.01,6.24,21.54,93.04,0
1203,33,71,8.39,2,27,29,4,11,55.5,46.04,7.78,24.25,80.82,1
1204,29,31,8.23,5,27,79,4,20,68.21,34.76,6.24,72.44,64.29,0
1205,44,33,10.78,5,7,21,4,6,69.19,85.79,6.65,60.97,28.57,0
1206,43,171,10.43,7,12,37,2,19,61.32,58.74,4.83,94.0,33.12,1
1207,43,111,9.34,5,18,31,1,17,90.05,36.73,5.63,66.99,16.91,1
1208,21,38,9.58,6,25,75,1,9,77.34,28.82,6.36,45.91,74.71,1
1209,47,129,11.18,14,14,5,4,3,50.64,36.29,6.59,68.3,94.53,1
1210,26,93,8.43,4,0,65,0,19,57.73,41.51,6.85,23.94,56.79,0
1211,49,161,8.94,0,10,98,4,15,47.64,49.77,7.3,65.73,33.32,1
1212,43,161,9.94,2,29,114,4,1,30.03,32.84,7.55,21.38,15.27,1
1213,43,117,8.3,0,8,109,4,9,54.19,29.07,8.08,52.53,48.87,0
1214,28,50,9.25,8,29,56,0,7,62.98,55.19,7.11,65.73,71.52,1
1215,43,76,10.95,5,26,52,4,18,48.25,56.7,7.22,93.62,26.94,0
1216,27,27,11.19,13,24,46,0,1,21.35,58.38,5.25,78.11,72.88,1
1217,30,80,5.0,14,19,23,2,3,38.03,97.94,6.17,49.28,87.32,0
1218,39,58,7.85,15,27,18,4,0,43.22,86.24,6.88,57.59,30.33,0
1219,28,140,5.26,15,17,115,3,3,46.82,20.11,4.61,43.1,33.68,1
1220,44,119,8.43,9,21,120,0,4,94.52,56.06,5.56,50.77,70.33,1
1221,50,74,9.25,1,15,3,0,15,38.43,66.35,7.27,79.86,76.86,0
1222,31,120,12.1,2,17,85,0,7,57.47,88.95,9.0,64.1,81.6,1
1223,23,167,6.99,12,9,18,2,11,93.89,79.29,7.24,43.71,74.88,1
1224,46,27,8.16,10,6,33,2,19,53.06,21.14,7.76,45.81,33.93,1
1225,24,136,8.98,9,27,71,3,2,36.29,42.47,7.85,62.34,16.29,1
1226,50,143,8.91,11,9,66,1,12,20.62,53.85,6.87,25.77,27.43,1
1227,28,33,9.78,5,29,117,3,13,40.61,63.51,4.83,75.47,61.43,0
1228,41,144,8.48,15,19,61,0,12,73.91,67.11,6.16,38.68,58.61,1
1229,49,93,8.62,5,28,25,1,13,50.88,94.13,5.75,68.9,87.58,1
1230,36,155,10.8,3,18,55,0,15,47.6,31.0,4.92,42.55,58.56,0
1231,45,67,7.69,4,5,24,4,18,84.92,73.92,8.33,38.14,55.6,1
1232,28,168,8.72,4,4,6,2,4,73.72,87.4,7.57,76.67,71.96,1
1233,50,27,12.34,4,12,38,0,14,46.59,56.42,9.0,60.01,53.42,1
1234,29,159,9.33,10,4,24,0,0,58.25,63.92,7.26,94.79,58.11,0
1235,30,53,6.82,5,12,16,4,3,26.66,34.85,6.61,36.45,31.92,0
1236,25,176,14.69,0,18,19,3,18,41.23,24.99,7.53,87.88,69.33,1
1237,44,156,9.21,0,14,42,3,9,49.3,71.64,5.86,91.06,13.51,0
1238,47,101,10.47,7,16,24,0,8,53.19,62.77,8.63,63.7,22.18,0
1239,21,134,8.87,6,3,115,3,20,24.18,79.42,4.33,32.93,12.7,1
1240,22,0,8.71,9,0,102,2,6,27.37,39.18,7.36,22.18,62.51,0
1241,37,160,10.11,15,13,55,1,13,42.27,34.42,5.4,87.62,24.37,1
1242,28,111,10.96,13,19,18,3,15,30.07,55.78,9.0,47.41,16.49,1
1243,46,60,9.79,9,2,29,1,3,64.65,55.67,6.49,25.21,51.22,0
1244,49,59,8.56,5,28,69,1,9,24.57,67.76,6.4,58.51,61.81,0
1245,37,179,8.02,6,0,72,0,7,91.81,97.31,9.0,47.17,65.34,1
1246,31,13,12.39,10,1,98,4,11,29.59,93.8,7.29,37.01,12.99,1
1247,38,25,9.69,14,9,113,4,18,60.31,74.44,6.22,38.56,61.04,1
1248,50,135,6.6,13,12,80,1,12,43.89,32.72,8.66,32.69,19.23,1
1249,44,38,9.47,6,25,80,2,15,81.42,65.01,6.88,61.97,24.13,0
1250,46,65,5.39,15,6,18,0,2,98.33,25.88,5.84,38.64,42.19,0
1251,50,127,11.34,7,21,68,1,6,52.6,38.25,5.04,31.8,62.3,1
1252,31,115,9.25,10,16,26,4,13,63.15,88.86,6.73,50.49,83.6,1
1253,50,78,8.93,11,27,84,4,18,53.84,62.01,7.57,61.51,43.07,1
1254,26,122,10.83,0,14,15,4,19,84.78,96.22,5.8,44.49,59.52,1
1255,33,92,10.28,10,14,59,1,8,65.25,30.27,7.26,57.42,65.56,0
1256,34,85,8.07,10,27,94,2,5,20.04,68.67,8.57,48.14,51.31,0
1257,48,49,6.41,9,20,58,1,10,51.52,63.17,8.62,26.54,72.8,0
1258,45,72,5.0,7,0,21,3,0,75.31,46.07,7.25,36.39,63.17,0
1259,35,152,11.11,8,0,69,0,19,26.09,68.29,5.27,89.84,82.28,1
1260,31,105,10.0,0,3,113,3,18,22.37,50.48,6.51,70.18,41.42,0
1261,24,17,5.0,1,30,63,1,16,35.26,93.03,7.71,54.96,37.67,0
1262,43,167,7.18,9,5,35,3,9,77.59,86.7,8.48,37.08,62.89,1
1263,21,41,13.44,11,23,96,0,11,94.16,51.87,6.79,43.93,85.41,1
1264,29,103,8.98,12,2,82,4,14,71.53,51.8,7.9,36.33,68.94,1
1265,21,27,9.42,8,10,6,2,16,38.51,40.14,7.5,54.99,86.32,0
1266,41,39,8.39,9,17,47,3,12,38.64,51.92,6.92,36.24,19.94,1
1267,22,74,10.18,11,0,58,1,10,45.42,44.8,8.36,76.09,57.33,0
1268,28,82,10.4,2,22,15,3,5,58.63,48.45,8.41,36.19,70.3,0
1269,40,139,13.02,7,3,36,1,15,56.85,23.28,8.41,86.02,15.69,0
1270,36,143,10.98,10,27,51,0,13,88.98,32.61,9.0,54.32,38.96,1
1271,42,92,14.52,0,5,39,1,8,35.17,38.25,6.67,88.97,69.74,0
1272,32,22,11.64,8,14,13,1,17,68.88,92.79,7.37,25.72,65.48,1
1273,30,112,9.4,11,27,59,4,8,59.1,27.14,6.57,49.06,18.03,1
1274,38,62,6.98,7,18,3,0,12,35.25,64.22,4.95,80.73,44.65,0
1275,33,52,10.89,14,24,54,2,2,95.09,73.02,6.78,83.33,75.1,1
1276,29,117,5.0,7,23,89,0,14,77.96,57.21,6.23,65.68,10.55,0
1277,48,66,7.69,1,30,15,2,5,27.0,72.47,7.84,88.34,17.93,0
1278,24,132,8.47,15,6,70,1,13,75.79,67.77,9.0,47.85,90.28,1
1279,42,69,11.77,14,0,74,0,11,57.63,43.62,6.34,75.44,77.85,1
1280,22,6,7.05,13,24,54,3,13,29.7,34.72,6.67,87.15,47.72,0
1281,33,161,7.71,11,26,18,1,8,51.86,36.51,6.97,61.32,19.41,0
1282,44,99,7.66,0,9,87,3,1,68.82,76.67,6.06,41.83,21.01,0
1283,21,129,7.44,13,18,10,2,9,26.76,23.54,7.77,60.19,70.03,1
1284,47,166,7.18,11,20,55,0,17,65.64,99.79,7.04,54.14,49.28,1
1285,30,178,5.49,9,17,99,4,2,57.06,45.92,7.29,65.65,84.48,1
1286,25,36,5.0,4,13,95,3,3,70.67,33.25,8.04,32.45,66.37,0
1287,48,17,11.25,2,6,89,1,5,35.62,31.46,4.2,21.95,30.15,0
1288,38,122,10.54,8,4,119,3,11,39.58,50.11,6.22,56.74,42.19,1
1289,36,115,9.37,1,16,10,2,9,69.31,74.8,8.58,34.83,79.64,1
1290,22,9,5.63,4,23,112,2,10,80.78,80.92,6.64,87.78,25.07,0
1291,23,33,7.31,10,15,27,1,8,60.1,75.8,7.07,25.46,89.79,1
1292,44,128,8.87,5,18,86,2,10,63.97,26.25,6.17,75.37,44.15,1
1293,50,114,12.57,14,13,104,3,9,82.74,93.82,6.8,48.21,53.03,1
1294,38,63,7.5,14,1,45,1,3,76.39,74.31,5.75,82.76,46.18,0
1295,35,176,11.57,8,7,67,2,13,32.25,98.86,6.8,69.1,48.61,1
1296,37,169,10.34,7,16,48,3,5,34.49,70.56,8.13,38.79,41.55,1
1297,35,89,9.62,7,22,73,2,3,71.42,22.66,6.74,94.76,18.41,0
1298,45,26,10.66,14,27,9,2,15,47.32,96.75,6.77,34.99,78.94,1
1299,49,2,10.93,13,18,49,4,19,59.52,42.11,7.36,62.65,48.39,0
1300,32,11,8.68,14,15,25,2,11,78.59,47.55,7.85,74.49,70.44,0
1301,42,111,8.51,15,13,25,1,5,88.93,30.57,7.54,81.04,79.09,1
1302,26,108,9.98,3,12,4,1,19,56.19,30.21,7.35,87.62,52.12,1
1303,33,46,9.36,4,12,63,3,8,67.14,77.75,8.12,78.01,22.73,0
1304,22,102,8.56,8,23,31,3,1,43.31,88.07,6.49,57.09,17.19,0
1305,30,107,5.95,3,3,102,3,17,94.03,89.96,7.66,45.63,37.69,1
1306,47,53,8.43,9,11,8,1,15,74.6,48.27,8.04,79.8,42.44,0
1307,21,122,7.15,12,28,98,2,13,33.08,47.43,5.43,62.15,60.38,1
1308,41,87,8.8,1,17,95,3,8,31.03,98.55,8.68,56.76,22.14,0
1309,49,48,6.29,11,0,50,3,19,22.35,47.19,7.81,63.84,37.93,0
1310,44,60,8.13,3,0,6,4,12,43.25,53.09,4.83,41.58,93.56,1
1311,23,54,8.89,9,2,17,0,0,97.88,50.41,4.78,62.45,69.86,0
1312,41,76,11.21,2,9,54,1,5,30.9,21.96,6.49,35.31,90.4,0
1313,46,53,7.86,1,29,21,3,4,81.46,41.18,9.0,43.31,61.0,0
